what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384679314966
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384679326871
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384679330312
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384679332321
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384679337021
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384679343268
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384679345515
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384679347791
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384679356187
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384679358454
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384679364691
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384679367678
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384679370081
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384679375833
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384679380767
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384679382418
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384679382912
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384679411738
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384679431013
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384679433597
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384679453511
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1384679463447
